Category,parent_id,parent_label
JERKY,7,Food_Nutrition
JEWELRY,12,Apparel
JEWELRY_FINDING,10,Office_Stationery
JEWELRY_SET,10,Office_Stationery
JEWELRY_STORAGE,10,Office_Stationery
JUICER,0,Kitchen_Home
JUICE_AND_JUICE_DRINK,7,Food_Nutrition
JUMP_ROPE,11,Sports_Fitness
JUMP_STARTER,9,Home_Electrical
KARAOKE_MACHINE,4,Consumer_Electronics
KAYAK,11,Sports_Fitness
KETTLEBELL,11,Sports_Fitness
KEYBOARDS,1,Electronics_Accessories
KEYBOARD_INSTRUMENTS,4,Consumer_Electronics
KEYBOARD_MOUSE_SET,4,Consumer_Electronics
KEYBOARD_TRAY,8,Books_Media
KEYCAP,1,Electronics_Accessories
KEYCHAIN,10,Office_Stationery
KICK_SCOOTER,5,Toys_Games
KITCHEN,0,Kitchen_Home
KITCHEN_KNIFE,0,Kitchen_Home
KITCHEN_TOOLS,0,Kitchen_Home
KITE,5,Toys_Games
KNEE_PAD,11,Sports_Fitness
KNIFE,13,Tools_Hardware
KNIFE_BLOCK,0,Kitchen_Home
KNIFE_BLOCK_SET,0,Kitchen_Home
KNIFE_SHARPENER,13,Tools_Hardware
KNITTING_NEEDLE,13,Tools_Hardware
KURTA,12,Apparel
LABEL,10,Office_Stationery
LAB_CHEMICAL,6,Health_Beauty
LAB_SUPPLY,13,Tools_Hardware
LAB_UTENSIL,13,Tools_Hardware
LADDER,11,Sports_Fitness
LAMINATOR,13,Tools_Hardware
LAMP,9,Home_Electrical
LAMPSHADE,14,Home_Decor
LANDLINE_PHONE,4,Consumer_Electronics
LAP_DESK,14,Home_Decor
LASER_PRINTER_TONER,2,Industrial_Auto
LAUNDRY_APPLIANCE,2,Industrial_Auto
LAUNDRY_DETERGENT,6,Health_Beauty
LAUNDRY_HAMPER,3,Home_Textiles
LAWN_MOWER,2,Industrial_Auto
LEAF_BLOWER,9,Home_Electrical
LEASH,3,Home_Textiles
LEAVENING_AGENT,7,Food_Nutrition
LEGUME,7,Food_Nutrition
LEG_SLEEVE,12,Apparel
LEOTARD,12,Apparel
LETTER_OPENER,8,Books_Media
LEVEL,13,Tools_Hardware
LICENSE_PLATE_ATTACHMENT,10,Office_Stationery
LIGHTED_OUTDOOR_DISPLAY,5,Toys_Games
LIGHT_BOX,5,Toys_Games
LIGHT_BULB,9,Home_Electrical
LIGHT_BULB_SOCKET,9,Home_Electrical
LIGHT_EMITTING_DIODE,8,Books_Media
LIGHT_FIXTURE,9,Home_Electrical
LIGHT_SOURCE,9,Home_Electrical
LINEAR_GUIDES_AND_RAILS,13,Tools_Hardware
LINT_REMOVER,3,Home_Textiles
LIP_BALM,6,Health_Beauty
LIP_COLOR,6,Health_Beauty
LIQUID_FUEL_CONTAINER,7,Food_Nutrition
LIQUID_INK,10,Office_Stationery
LITTER_BOX,3,Home_Textiles
LOCATION_TRACKER,4,Consumer_Electronics
LOCK,3,Home_Textiles
LOOSE_CUT_GEM,10,Office_Stationery
LUGGAGE,3,Home_Textiles
LUXURY_BEAUTY,6,Health_Beauty
MACHINE_LUBRICANT,6,Health_Beauty
MAGAZINES,8,Books_Media
MAGNIFIER,13,Tools_Hardware
MAILBOX,14,Home_Decor
MAJOR_HOME_APPLIANCES,0,Kitchen_Home
MAKEUP_PRIMER,6,Health_Beauty
MAKEUP_VANITY,5,Toys_Games
MAKE_UP,6,Health_Beauty
MANNEQUIN_CLOTHING_FORM,12,Apparel
MANUAL_FOOD_MILL_GRINDER,0,Kitchen_Home
MANUAL_SHAVING_RAZOR,6,Health_Beauty
MAPS,10,Office_Stationery
MARBLE_TRACK,5,Toys_Games
MARKING_PEN,10,Office_Stationery
MASCARA,6,Health_Beauty
MASSAGER,6,Health_Beauty
MASSAGE_STICK,11,Sports_Fitness
MATERIAL_HANDLING,10,Office_Stationery
MATERIAL_HANDLING_TRUCK,13,Tools_Hardware
MATTRESS,3,Home_Textiles
MATTRESS_COVER,3,Home_Textiles
MEAL_HOLDER,3,Home_Textiles
MEAL_REPLACEMENT_BEVERAGE,7,Food_Nutrition
MEASURING_CUP,0,Kitchen_Home
MEAT,7,Food_Nutrition
MEAT_ALTERNATIVE,7,Food_Nutrition
MECHANICAL_BELT,2,Industrial_Auto
MECHANICAL_COMPONENTS,2,Industrial_Auto
MECHANICAL_FASTENERS,13,Tools_Hardware
MECHANICAL_LIGHTER,9,Home_Electrical
MEDIA_STORAGE,8,Books_Media
MEDICAL_COMPRESSION_GARMENT,12,Apparel
MEDICAL_SCRUB_SET,12,Apparel
MEDICAL_TEST_STRIP,6,Health_Beauty
MEDICATION,6,Health_Beauty
MEMORY_CARD_READER,1,Electronics_Accessories
MEMORY_READER,1,Electronics_Accessories
MENSTRUAL_CUP,6,Health_Beauty
MESS_KIT,0,Kitchen_Home
METAL_DETECTOR,9,Home_Electrical
MICROCURRENT_FACIAL_MACHINE,8,Books_Media
MICROPHONE,4,Consumer_Electronics
MICROPHONE_STAND,4,Consumer_Electronics
MICROSCOPES,1,Electronics_Accessories
MICROWAVE_OVEN,0,Kitchen_Home
MILK_FROTHER,0,Kitchen_Home
MILK_SUBSTITUTE,7,Food_Nutrition
MINERAL_SUPPLEMENT,7,Food_Nutrition
MINIATURE_TOY_BUILDING,5,Toys_Games
MINIATURE_TOY_FURNISHING,5,Toys_Games
MISC_OTHER,8,Books_Media
MISC_WORLD_INSTRUMENTS,4,Consumer_Electronics
MODEL,13,Tools_Hardware
MODEM,4,Consumer_Electronics
MOISTURIZING_SOCK_GLOVE,6,Health_Beauty
MONEY_BANK,5,Toys_Games
MONITOR,1,Electronics_Accessories
MOP,6,Health_Beauty
MOP_BUCKET_SET,3,Home_Textiles
MORTAR_AND_PESTLE_SET,0,Kitchen_Home
MOTHERBOARD,1,Electronics_Accessories
MOTION_DETECTOR_DEVICE,4,Consumer_Electronics
MOTORCYCLE_ACCESSORY,2,Industrial_Auto
MOTOR_ENGINE_FUEL_TANK,2,Industrial_Auto
MOTOR_STARTER,2,Industrial_Auto
MOUNTED_STORAGE_SYSTEM_KIT,14,Home_Decor
MOUNT_BRACKET,14,Home_Decor
MOUSE_PAD,1,Electronics_Accessories
MOUTHWASH,6,Health_Beauty
MOUTH_GUARD,11,Sports_Fitness
MP3_PLAYER,4,Consumer_Electronics
MUFFLER,2,Industrial_Auto
MULTIPORT_HUB,1,Electronics_Accessories
MULTITOOL,13,Tools_Hardware
MUSCLE_ROLLER,11,Sports_Fitness
MUSICAL_INSTRUMENTS,13,Tools_Hardware
MUSICAL_INSTRUMENT_AMPLIFIER,4,Consumer_Electronics
MUSICAL_INSTRUMENT_STRING,13,Tools_Hardware
MUSICAL_INSTRUMENT_TOY,5,Toys_Games
MUSIC_POPULAR,8,Books_Media
NAIL_CLIPPER,13,Tools_Hardware
NAIL_DRILL,13,Tools_Hardware
NAIL_DRYER,9,Home_Electrical
NAIL_FILE,10,Office_Stationery
NAIL_POLISH,6,Health_Beauty
NAIL_POLISH_BRUSH,10,Office_Stationery
NAIL_POLISH_REMOVER,6,Health_Beauty
NAIL_POWDER,6,Health_Beauty
NAIL_TREATMENT,6,Health_Beauty
NAPKIN_HOLDER,14,Home_Decor
NAPKIN_RING,8,Books_Media
NASAL_ASPIRATOR,6,Health_Beauty
NAVIGATION_COMPASS,8,Books_Media
NECKLACE,10,Office_Stationery
NECKTIE,12,Apparel
NETTING_COVER,3,Home_Textiles
NETWORKING_DEVICE,1,Electronics_Accessories
NETWORKING_ROUTER,1,Electronics_Accessories
NETWORK_ACCESSORY,4,Consumer_Electronics
NETWORK_INTERFACE_CONTROLLER_ADAPTER,4,Consumer_Electronics
NETWORK_SWITCH,9,Home_Electrical
NICOTINE_REPLACEMENT,6,Health_Beauty
NIGHTGOWN_NIGHTSHIRT,12,Apparel
NOISE_MACHINE,4,Consumer_Electronics
NON_DAIRY_CHEESE,7,Food_Nutrition
NON_DAIRY_CREAM,7,Food_Nutrition
NON_DAIRY_ICE_CREAM,7,Food_Nutrition
NON_DAIRY_YOGURT,7,Food_Nutrition
NON_RIDING_TOY_VEHICLE,5,Toys_Games
NOODLE,7,Food_Nutrition
NOTEBOOK_COMPUTER,1,Electronics_Accessories
NUTRITIONAL_SUPPLEMENT,7,Food_Nutrition
NUTS,13,Tools_Hardware
NUT_AND_SEED,7,Food_Nutrition
NUT_BUTTER,7,Food_Nutrition
OFFICE_ELECTRONICS,4,Consumer_Electronics
OFFICE_PRODUCTS,10,Office_Stationery
OIL_FILTER,2,Industrial_Auto
OLIVE,7,Food_Nutrition
ONBOARD_CAMERA,1,Electronics_Accessories
ONE_PIECE_OUTFIT,12,Apparel
OPTICAL_DISC_DRIVE,1,Electronics_Accessories
ORAL_IRRIGATOR,9,Home_Electrical
ORCA_SHIRT,12,Apparel
ORTHOPEDIC_BRACE,11,Sports_Fitness
OTC_MEDICATION,6,Health_Beauty
OTTOMAN,3,Home_Textiles
OUTBOARD_MOTOR,2,Industrial_Auto
OUTBUILDING,14,Home_Decor
OUTDOOR_LIVING,13,Tools_Hardware
OUTDOOR_RECREATION_PRODUCT,11,Sports_Fitness
OUTERWEAR,12,Apparel
OVERALLS,12,Apparel
O_RINGS,2,Industrial_Auto
PACIFIER,6,Health_Beauty
PACKAGED_SOUP_AND_STEW,7,Food_Nutrition
PACKING_MATERIAL,10,Office_Stationery
PADDLEBOARD,11,Sports_Fitness
PAINT,10,Office_Stationery
PAINT_BRUSH,10,Office_Stationery
PAJAMAS,12,Apparel
PALETTE_PUTTY_KNIFE,13,Tools_Hardware
PANTRY,7,Food_Nutrition
PANTS,12,Apparel
PAPER_CLIP_CLAMP,10,Office_Stationery
PAPER_PRODUCT,10,Office_Stationery
PAPER_SHREDDER,10,Office_Stationery
PAPER_TOWEL,10,Office_Stationery
PAPER_TOWEL_HOLDER,14,Home_Decor
PARTY_DECORATION_PACK,5,Toys_Games
PARTY_FAVOR,5,Toys_Games
PARTY_SUPPLIES,5,Toys_Games
PASTA_MAKER,0,Kitchen_Home
PASTRY,7,Food_Nutrition
PASTRY_BASTING_BRUSH,0,Kitchen_Home
PAW_HOOF_PROTECTOR,3,Home_Textiles
PA_SYSTEM,4,Consumer_Electronics
PENCIL_SHARPENER,13,Tools_Hardware
PEN_MARKER_INK_CARTRIDGE_REFILL,10,Office_Stationery
PERCUSSION_INSTRUMENTS,8,Books_Media
PERSONAL_CARE_APPLIANCE,6,Health_Beauty
PERSONAL_COMPUTER,1,Electronics_Accessories
PERSONAL_FLOTATION_DEVICE,11,Sports_Fitness
PERSONAL_FRAGRANCE,6,Health_Beauty
PERSONAL_PILL_DISPENSER,6,Health_Beauty
PESTICIDE,6,Health_Beauty
PEST_CONTROL_DEVICE,13,Tools_Hardware
PET_ACTIVITY_STRUCTURE,3,Home_Textiles
PET_APPAREL,12,Apparel
PET_BED_MAT,3,Home_Textiles
PET_DOOR,14,Home_Decor
PET_FEEDER,0,Kitchen_Home
PET_FOOD,7,Food_Nutrition
PET_HEALTH_CARE,6,Health_Beauty
PET_PEST_CONTROL,6,Health_Beauty
PET_PLACEMAT,3,Home_Textiles
PET_PLAYPEN,14,Home_Decor
PET_SEAT,3,Home_Textiles
PET_SUPPLIES,6,Health_Beauty
PET_TOY,5,Toys_Games
PHONE,4,Consumer_Electronics
PHONE_ACCESSORY,1,Electronics_Accessories
PHOTOGRAPHIC_FILM,1,Electronics_Accessories
PHOTOGRAPHIC_LIGHTING,14,Home_Decor
PHOTOGRAPHIC_PAPER,8,Books_Media
PHOTOGRAPHIC_STUDIO_ITEMS,14,Home_Decor
PHYSICAL_GIFT_CARD,8,Books_Media
PHYSICAL_MOVIE,8,Books_Media
PHYSICAL_SOFTWARE,1,Electronics_Accessories
PHYSICAL_TV_SERIES,8,Books_Media
PHYSICAL_VIDEO_GAME_SOFTWARE,8,Books_Media
PICKLE,7,Food_Nutrition
PICNIC_HOLDER,3,Home_Textiles
PICTURE_FRAME,14,Home_Decor
PICTURE_HANGER,14,Home_Decor
PIERCING_JEWELRY,13,Tools_Hardware
PILLOW,3,Home_Textiles
PILLOWCASE,3,Home_Textiles
PILLOW_PROTECTOR,3,Home_Textiles
PILL_CUTTER,8,Books_Media
PINATA,5,Toys_Games
PINBOARD,10,Office_Stationery
PIPET,8,Books_Media
PIPING_TIP,10,Office_Stationery
PITCHER,0,Kitchen_Home
PIZZA,7,Food_Nutrition
PLACEMAT,10,Office_Stationery
PLANNER,10,Office_Stationery
PLANTER,0,Kitchen_Home
PLANT_SEED,7,Food_Nutrition
PLASTIC_TUBING,13,Tools_Hardware
PLAYARD,5,Toys_Games
PLAYHOUSE,5,Toys_Games
PLAY_SLIDE,5,Toys_Games
PLAY_WORKSTATION,5,Toys_Games
PLECTRUM,13,Tools_Hardware
PLIERS,13,Tools_Hardware
PLUG_STOPPER,2,Industrial_Auto
PLUMBING_FIXTURE,9,Home_Electrical
POLISHING_BUFFING_TOOL,13,Tools_Hardware
POOL_COVER,3,Home_Textiles
POOL_SPA_WATER_TREATMENT,6,Health_Beauty
POOL_VACUUM,9,Home_Electrical
POPCORN,7,Food_Nutrition
POPCORN_POPPER,0,Kitchen_Home
PORTABLE_AUDIO,4,Consumer_Electronics
PORTABLE_AV_DEVICE,1,Electronics_Accessories
PORTABLE_ELECTRONICS,8,Books_Media
PORTABLE_ELECTRONIC_DEVICE_ARMBAND,1,Electronics_Accessories
PORTABLE_ELECTRONIC_DEVICE_COVER,1,Electronics_Accessories
PORTABLE_ELECTRONIC_DEVICE_MOUNT,1,Electronics_Accessories
PORTABLE_ELECTRONIC_DEVICE_STAND,1,Electronics_Accessories
PORTABLE_FREESTANDING_SHELTER,3,Home_Textiles
PORTABLE_STOVE,9,Home_Electrical
PORTABLE_TOOL_BOX,14,Home_Decor
PORTABLE_VIDEO_DISC_PLAYER,4,Consumer_Electronics
POTABLE_WATER_FILTER,0,Kitchen_Home
POTPOURRI_SACHET,10,Office_Stationery
POT_HOLDER,0,Kitchen_Home
POULTRY,7,Food_Nutrition
POWERSPORTS_VEHICLE_PART,2,Industrial_Auto
POWER_BANK,1,Electronics_Accessories
POWER_CONVERTER,9,Home_Electrical
POWER_CORD,9,Home_Electrical
POWER_HOISTS,2,Industrial_Auto
POWER_INVERTER,9,Home_Electrical
POWER_STRIP,9,Home_Electrical
POWER_SUPPLIES_OR_PROTECTION,9,Home_Electrical
POWER_SUPPLY,4,Consumer_Electronics
POWER_TOOL_SET,13,Tools_Hardware
PRECISION_MEASURING,13,Tools_Hardware
PRELOADED_ELECTRONIC_GAME,1,Electronics_Accessories
PREPARED_DOUGH,7,Food_Nutrition
PRESSER_FOOT,2,Industrial_Auto
PRESSURE_COOKER,0,Kitchen_Home
PRESSURE_WASHER,2,Industrial_Auto
PRETEND_PLAY_TOY,5,Toys_Games
PRETZEL,7,Food_Nutrition
PRINTED_PRODUCT,8,Books_Media
PRINTER,8,Books_Media
PRINTS_AND_POSTERS,8,Books_Media
PRINT_COPY_PAPER,10,Office_Stationery
PROFESSIONAL_HEALTHCARE,6,Health_Beauty
PROJECTILE_BOW,8,Books_Media
PROJECTION_SCREEN,1,Electronics_Accessories
PROTECTIVE_GLOVE,6,Health_Beauty
PROTEIN_DRINK,7,Food_Nutrition
PROTEIN_SUPPLEMENT_POWDER,7,Food_Nutrition
PUFFED_SNACK,7,Food_Nutrition
PULL_UP_BAR,11,Sports_Fitness
PUMP_DISPENSER,6,Health_Beauty
PUMP_SPRAYER,2,Industrial_Auto
PUNCHING_BAG,11,Sports_Fitness
PUPPET,5,Toys_Games
PUSH_PULL_TOY,5,Toys_Games
PUZZLES,5,Toys_Games
RADIO,4,Consumer_Electronics
RAKE,13,Tools_Hardware
RAMP,3,Home_Textiles
RANGE,0,Kitchen_Home
RANGEFINDER,13,Tools_Hardware
RAW_MATERIALS,14,Home_Decor
RAZOR_BLADE_CARTRIDGE,6,Health_Beauty
RECEIVER_OR_AMPLIFIER,4,Consumer_Electronics
RECIPROCATING_HEDGE_TRIMMER,9,Home_Electrical
RECREATION_BALL,11,Sports_Fitness
REFRIGERATION_APPLIANCE,2,Industrial_Auto
REFRIGERATOR,14,Home_Decor
REINFORCED_ART_SURFACE,10,Office_Stationery
RELAY,2,Industrial_Auto
REMOTE_CONTROL,4,Consumer_Electronics
RESISTOR,2,Industrial_Auto
RESPIRATOR,6,Health_Beauty
REUSABLE_INCONTINENCE_SURFACE_PROTECTOR,3,Home_Textiles
RICE_COOKERS,0,Kitchen_Home
RICE_MIX,7,Food_Nutrition
RICE_WINE,7,Food_Nutrition
RIDE_ON_TOY,5,Toys_Games
RING,10,Office_Stationery
ROASTING_PAN,0,Kitchen_Home
ROBE,12,Apparel
ROBOTIC_VACUUM_CLEANER,9,Home_Electrical
ROLLER_CHAIN,13,Tools_Hardware
ROLLER_SKATE,11,Sports_Fitness
ROLLING_PAPER,10,Office_Stationery
ROLLING_PIN,13,Tools_Hardware
ROOM_DIVIDER,14,Home_Decor
ROTARY_TOOL,13,Tools_Hardware
ROTATING_TRAY,14,Home_Decor
ROUTER_BIT,2,Industrial_Auto
ROWING_MACHINE,11,Sports_Fitness
RUBBER_STAMP,10,Office_Stationery
RUG,3,Home_Textiles
RUG_PAD,3,Home_Textiles
RULER,13,Tools_Hardware
SAFE,14,Home_Decor
SAFETY_GLASSES,6,Health_Beauty
SAFETY_HARNESS,11,Sports_Fitness
SAFETY_MASK,12,Apparel
SAFETY_MASK_REPLACEMENT_FILTER,6,Health_Beauty
SAFETY_MASK_STRAP_EXTENDER,11,Sports_Fitness
SAFETY_SUPPLY,6,Health_Beauty
SALAD_DRESSING,7,Food_Nutrition
SALAD_SPINNER,8,Books_Media
SALWAR_SUIT_SET,12,Apparel
SANDAL,12,Apparel
SANDBOX,3,Home_Textiles
SANDER,13,Tools_Hardware
SANITARY_NAPKIN,3,Home_Textiles
SAREE,12,Apparel
SAUCE,7,Food_Nutrition
SAUTE_FRY_PAN,0,Kitchen_Home
SAW,13,Tools_Hardware
SAW_BLADE,13,Tools_Hardware
SCANNER,1,Electronics_Accessories
SCARF,12,Apparel
SCIENCE_FUNDAMENTALS_KIT,5,Toys_Games
SCISSORS,13,Tools_Hardware
SCREEN_PROTECTOR,1,Electronics_Accessories
SCREWDRIVER,13,Tools_Hardware
SCREWS,13,Tools_Hardware
SCREW_GUN,13,Tools_Hardware
SCULPTING_MATERIAL,10,Office_Stationery
SCULPTURE,10,Office_Stationery
SEAFOOD,7,Food_Nutrition
SEALANT,6,Health_Beauty
SEASONING,7,Food_Nutrition
SEASONING_MILL,0,Kitchen_Home
SECURITY_CAMERA,1,Electronics_Accessories
SECURITY_ELECTRONICS,9,Home_Electrical
SECURITY_SYSTEM,4,Consumer_Electronics
SEEDS_AND_PLANTS,10,Office_Stationery
SELF_BALANCING_ELECTRIC_VEHICLE,4,Consumer_Electronics
SELF_DEFENSE_SPRAY,6,Health_Beauty
SELF_STICK_NOTE,10,Office_Stationery
SELF_TANNER,6,Health_Beauty
SERVEWARE,0,Kitchen_Home
SEWING_BUTTON,13,Tools_Hardware
SEWING_MACHINE,13,Tools_Hardware
SEWING_MACHINE_NEEDLE,13,Tools_Hardware
SEWING_PATTERN,13,Tools_Hardware
SEWING_TOOL_SET,13,Tools_Hardware
SEXUAL_STIMULATION_DEVICE,11,Sports_Fitness
SEXUAL_WELLNESS,11,Sports_Fitness
SHADE_SAIL,14,Home_Decor
SHAMPOO,6,Health_Beauty
SHARPS_DISPOSAL_CONTAINER,0,Kitchen_Home
SHARP_PIN,10,Office_Stationery
SHAVING_AGENT,6,Health_Beauty
SHAVING_BRUSH,8,Books_Media
SHEET_PAN,0,Kitchen_Home
SHEET_PAPER,10,Office_Stationery
SHELF,14,Home_Decor
SHELLFISH,7,Food_Nutrition
SHIN_GUARD,11,Sports_Fitness
SHIPPING_BOX,14,Home_Decor
SHIRT,12,Apparel
SHOCK_ABSORBER,2,Industrial_Auto
SHOELACE,12,Apparel
SHOES,12,Apparel
SHOE_ACCESSORY,12,Apparel
SHOE_BAG,3,Home_Textiles
SHOE_INSERT,12,Apparel
SHOE_POLISH,6,Health_Beauty
SHOE_TREE,12,Apparel
SHORTS,12,Apparel
SHOVEL_SPADE,13,Tools_Hardware
SHOWERHEAD,6,Health_Beauty
SHOWER_CAP,6,Health_Beauty
SHOWER_ENCLOSURE,14,Home_Decor
SIGNAGE,10,Office_Stationery
SIM_CARD,1,Electronics_Accessories
SINGLE_BOARD_COMPUTER,1,Electronics_Accessories
SINK,2,Industrial_Auto
SKATEBOARD,5,Toys_Games
SKEWER,0,Kitchen_Home
SKIN_BLEMISH_REMOVAL_TOOL,6,Health_Beauty
SKIN_CARE_AGENT,6,Health_Beauty
SKIN_CARE_PRODUCT,6,Health_Beauty
SKIN_CLEANING_AGENT,6,Health_Beauty
SKIN_CLEANING_BRUSH,6,Health_Beauty
SKIN_CLEANING_WIPE,6,Health_Beauty
SKIN_EXFOLIANT,6,Health_Beauty
SKIN_FOUNDATION_CONCEALER,6,Health_Beauty
SKIN_MOISTURIZER,6,Health_Beauty
SKIN_PROTECTANT,6,Health_Beauty
SKIN_SERUM,6,Health_Beauty
SKIN_TREATMENT_MASK,6,Health_Beauty
SKIRT,12,Apparel
SLED,5,Toys_Games
SLEEPING_BAG,3,Home_Textiles
SLEEPING_MAT,3,Home_Textiles
SLEEPWEAR,12,Apparel
SLEEP_MASK,6,Health_Beauty
SLIPPER,12,Apparel
SLOW_COOKER,0,Kitchen_Home
SMALL_HOME_APPLIANCES,0,Kitchen_Home
SMOKING_PIPE,8,Books_Media
SNACK_CHIP_AND_CRISP,7,Food_Nutrition
SNACK_FOOD_BAR,7,Food_Nutrition
SNACK_MIX,7,Food_Nutrition
SNAP_FASTENER,13,Tools_Hardware
SNORKELING_SET,12,Apparel
SNOWBOARD_BOOT,8,Books_Media
SNOWSHOE,8,Books_Media
SNOWSUIT,12,Apparel
SNOW_BLOWER,2,Industrial_Auto
SNOW_GLOBE,8,Books_Media
SNOW_PANT,12,Apparel
SOAP_DISH,14,Home_Decor
SOCKS,12,Apparel
SOCKSHOSIERY,12,Apparel
SODA_MAKER,9,Home_Electrical
SOFA,3,Home_Textiles
SOFTWARE,8,Books_Media
SOFTWARE_GAMES,8,Books_Media
SOIL,7,Food_Nutrition
SOIL_TILLER_CULTIVATOR,2,Industrial_Auto
SOLAR_PANEL,9,Home_Electrical
SOLDERING_IRON,13,Tools_Hardware
SOLDERING_STATION,13,Tools_Hardware
SOLID_FIRE_FUEL,13,Tools_Hardware
SONAR_FATHOMETER,4,Consumer_Electronics
SOUND_AND_RECORDING_EQUIPMENT,4,Consumer_Electronics
SOUND_CARD,4,Consumer_Electronics
SOUS_VIDE_MACHINE,0,Kitchen_Home
SPACE_HEATER,9,Home_Electrical
SPARK_PLUG,2,Industrial_Auto
SPEAKERS,4,Consumer_Electronics
SPEAKER_AMPLIFIER_STAND,4,Consumer_Electronics
SPINNING_TOY_TOP,5,Toys_Games
SPIRITS,7,Food_Nutrition
SPLASH_POOL,5,Toys_Games
SPOON,0,Kitchen_Home
SPOON_REST,0,Kitchen_Home
SPORTING_GOODS,11,Sports_Fitness
SPORTS_DRINK,7,Food_Nutrition
SPORTS_MEMORABILIA,8,Books_Media
SPORT_ACTIVITY_GLOVE,12,Apparel
SPORT_BAT,5,Toys_Games
SPORT_BINDING,13,Tools_Hardware
SPORT_BOARD_SKI,11,Sports_Fitness
SPORT_EQUIPMENT_BAG_CASE,11,Sports_Fitness
SPORT_FACE_MASK,8,Books_Media
SPORT_GOAL,5,Toys_Games
SPORT_HELMET,11,Sports_Fitness
SPORT_MITT,11,Sports_Fitness
SPORT_NET,13,Tools_Hardware
SPORT_RACKET,11,Sports_Fitness
SPORT_TABLE_GAME,5,Toys_Games
SPORT_TARGET,13,Tools_Hardware
SPORT_WETSUIT,12,Apparel
SPRAY_BOTTLE,6,Health_Beauty
SQUEEGEE,6,Health_Beauty
SQUEEZE_TOY,5,Toys_Games
STAMPS,10,Office_Stationery
STANDALONE_STREAMING_MEDIA_PLAYER,4,Consumer_Electronics
STAPLER,13,Tools_Hardware
STATIONARY_BICYCLE,11,Sports_Fitness
STEAM_CLEANER,6,Health_Beauty
STEERING_WHEEL,8,Books_Media
STEERING_WHEEL_COVER,12,Apparel
STEP_STOOL,14,Home_Decor
STETHOSCOPE,8,Books_Media
STICKER_DECAL,10,Office_Stationery
STOOL_SEATING,11,Sports_Fitness
STORAGE_BAG,3,Home_Textiles
STORAGE_BINDER,10,Office_Stationery
STORAGE_BOX,3,Home_Textiles
STORAGE_COVER,3,Home_Textiles
STORAGE_DRAWER,14,Home_Decor
STORAGE_HOOK,14,Home_Decor
STORAGE_RACK,14,Home_Decor
STORE_FIXTURES_AND_EQUIPMENT,8,Books_Media
STOVETOP_KETTLE,0,Kitchen_Home
STRENGTH_TRAINING_MACHINE,11,Sports_Fitness
STRINGED_INSTRUMENTS,13,Tools_Hardware
STRING_LIGHT,9,Home_Electrical
STRING_TRIMMER,2,Industrial_Auto
STROLLER,3,Home_Textiles
STROLLER_PROTECTION_SHIELD,3,Home_Textiles
SUGAR,7,Food_Nutrition
SUGAR_CANDY,7,Food_Nutrition
SUGAR_SUBSTITUTE,7,Food_Nutrition
SUIT,12,Apparel
SUITCASE,11,Sports_Fitness
SUNGLASSES,12,Apparel
SUNSCREEN,6,Health_Beauty
SURFACE_CLEANING_WIPE,6,Health_Beauty
SURFACE_PROTECTION_WAX,6,Health_Beauty
SURVEILANCE_SYSTEMS,1,Electronics_Accessories
SURVIVAL_KIT,13,Tools_Hardware
SUSPENDER,12,Apparel
SUSPENSION_LIFT_SUPPORT,2,Industrial_Auto
SWEATBAND,12,Apparel
SWEATER,12,Apparel
SWEATSHIRT,12,Apparel
SWIMMING_POOL,2,Industrial_Auto
SWIMWEAR,12,Apparel
SWIM_CAP,12,Apparel
SWIM_FIN,12,Apparel
SWING,11,Sports_Fitness
SWORD,13,Tools_Hardware
SYRINGE,6,Health_Beauty
SYRUP,7,Food_Nutrition
SYSTEM_CABINET,1,Electronics_Accessories
SYSTEM_POWER_DEVICE,9,Home_Electrical
TABLE,14,Home_Decor
TABLECLOTH,14,Home_Decor
TABLETOP_GAME,5,Toys_Games
TABLET_COMPUTER,1,Electronics_Accessories
TABLE_RUNNER,14,Home_Decor
TAMPON,3,Home_Textiles
TAPE_LABEL_DISPENSER,10,Office_Stationery
TAPE_MEASURE,13,Tools_Hardware
TARGET_TOSSING_GAME,5,Toys_Games
TARP,3,Home_Textiles
TASK_TRAY,10,Office_Stationery
TEA,7,Food_Nutrition
TEACHING_EQUIPMENT,10,Office_Stationery
TEAPOT,0,Kitchen_Home
TEA_INFUSER,0,Kitchen_Home
TECHNICAL_SPORT_SHOE,12,Apparel
TEETHER,6,Health_Beauty
TELESCOPE,1,Electronics_Accessories
TELEVISION,1,Electronics_Accessories
TEMPLATE_STENCIL,10,Office_Stationery
TEMPORARY_GATE,14,Home_Decor
TEMPORARY_HANGER_HOOK,14,Home_Decor
TEMPORARY_TATTOO,10,Office_Stationery
TENT,3,Home_Textiles
TERMINAL_BLOCK,2,Industrial_Auto
TEXTILE_DEODORIZER,6,Health_Beauty
TEXTILE_IRON,9,Home_Electrical
THERAPEUTIC_THERMAL_COMPRESS,6,Health_Beauty
THERMOMETER,0,Kitchen_Home
THERMOPLASTIC_FILAMENT,10,Office_Stationery
THERMOS,0,Kitchen_Home
THICKENING_AGENT,7,Food_Nutrition
THREADED_RODS_AND_STUDS,13,Tools_Hardware
THREADING_TAPS,13,Tools_Hardware
THREAD_CORD,10,Office_Stationery
TIGHTS,12,Apparel
TILE,10,Office_Stationery
TIMER,5,Toys_Games
TIRE_COVER,8,Books_Media
